                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    5 Nov 2022 15:41:05
Satellite-FINCH


      Time (UTCG)             x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)   
6 Nov 2022 04:34:00.000    -2856.748405     6165.970036    -1062.011520    -2856.749441     6165.971284    -1062.001486    -4509.784706    -5085.592784    -1051.976396    -4481.396346    -5108.561877    -1061.955149    -4481.398131    -5108.560441    -1061.954524    -4481.720023    -5108.266199    -1062.011520    -4481.720492    -5108.265738    -1062.011762    -4571.427021    -5034.818452    -1029.914825    -4481.424827    -5108.525124    -1062.011762    -4481.423150    -5108.526645    -1062.011520     3787.729446    -5642.098994    -1062.022120    -4509.784938    -5085.592819    -1051.975234
6 Nov 2022 04:35:00.000    -2798.538805     6253.163540     -612.591806    -2798.539403     6253.164259     -612.581727    -4589.785929    -5087.253278     -602.379978    -4562.385808    -5110.633628     -612.537408    -4562.387534    -5110.632163     -612.536772    -4562.698284    -5110.348135     -612.591806    -4562.698737    -5110.347703     -612.592046    -4649.256498    -5035.596474     -579.934982    -4562.402951    -5110.611775     -612.592046    -4562.401288    -5110.613289     -612.591806     3768.970258    -5720.902360     -612.602478    -4589.786061    -5087.253297     -602.378799
6 Nov 2022 04:36:00.000    -2727.389542     6312.307303     -160.459931    -2727.389699     6312.307492     -160.449852    -4649.526272    -5066.457844     -150.116477    -4623.235358    -5090.146242     -160.407746    -4623.237017    -5090.144756     -160.407100    -4623.535253    -5089.872196     -160.459931    -4623.535688    -5089.871793     -160.460167    -4706.562545    -5014.146600     -127.387136    -4623.241087    -5090.139387     -160.460167    -4623.239445    -5090.140886     -160.459931     3733.574459    -5774.451968     -160.470628    -4649.526305    -5066.457849     -150.115285
6 Nov 2022 04:37:00.000    -2643.859949     6343.029385      292.382432    -2643.859663     6343.029041      292.392465    -4688.741117    -5023.297364      302.811850    -4663.675472    -5047.189238      292.432174    -4663.677056    -5047.187737      292.432826    -4663.961461    -5046.927846      292.382432    -4663.961876    -5046.927476      292.382200    -4743.091305    -4970.562609      325.725197    -4663.669761    -5047.197410      292.382200    -4663.668148    -5047.198888      292.382432     3681.697642    -5802.510312      292.371758    -4688.741051    -5023.297354      302.813049
6 Nov 2022 04:38:00.000    -2548.567099     6345.089306      743.930342    -2548.566373     6345.088432      743.940285    -4707.257465    -4957.962604      754.399684    -4683.527728    -4981.952482      743.977421    -4683.529229    -4981.950972      743.978077    -4683.798549    -4981.704900      743.930342    -4683.798942    -4981.704564      743.930116    -4758.681670    -4905.037136      777.395885    -4683.510602    -4981.975645      743.930116    -4683.509024    -4981.977095      743.930342     3613.569016    -5804.953686      743.919737    -4707.257299    -4957.962579      754.400885
6 Nov 2022 04:39:00.000    -2442.181817     6318.379565     1192.184885    -2442.180653     6318.378165     1192.194693    -4704.994708    -4870.743260     1202.647937    -4682.705601    -4894.725243     1192.229093    -4682.707013    -4894.723732     1192.229750    -4682.960058    -4894.492563     1192.184885    -4682.960429    -4894.492262     1192.184666    -4753.265989    -4817.860705     1225.625481    -4682.677136    -4894.763295     1192.184666    -4682.675601    -4894.764711     1192.184885     3529.490288    -5781.772710     1192.174397    -4704.994443    -4870.743219     1202.649134
6 Nov 2022 04:40:00.000    -2325.424392     6262.926382     1635.162309    -2325.422795     6262.924461     1635.171938    -4681.964874    -4762.026464     1645.572888    -4661.214738    -4785.894701     1635.203452    -4661.216055    -4785.893195     1635.204106    -4661.451710    -4785.677949     1635.162309    -4661.452055    -4785.677685     1635.162098    -4726.870256    -4709.420238     1668.430356    -4661.175061    -4785.947474     1635.162098    -4661.173574    -4785.948848     1635.162309     3429.834149    -5733.072209     1635.151984    -4681.964512    -4762.026408     1645.574077
6 Nov 2022 04:41:00.000    -2199.060124     6178.889801     2070.902962    -2199.058102     6178.887368     2070.912368    -4638.272443    -4632.294899     2081.215123    -4619.152803    -4655.944053     2070.940857    -4619.154019    -4655.942559     2070.941506    -4619.371244    -4655.744185     2070.902962    -4619.371562    -4655.743960     2070.902758    -4679.613861    -4580.197164     2103.851641    -4619.102088    -4656.011313     2070.902758    -4619.100658    -4656.012641     2070.902962     3315.042488    -5659.070579     2070.892845    -4638.271986    -4632.294829     2081.216298
6 Nov 2022 04:42:00.000    -2063.894696     6066.563206     2497.480097    -2063.892258     6066.560272     2497.489239    -4574.113775    -4482.124525     2507.648339    -4556.708933    -4505.450246     2497.514577    -4556.710041    -4505.448769     2497.515219    -4556.907878    -4505.268142     2497.480097    -4556.908169    -4505.267956     2497.479903    -4611.708947    -4430.765161     2529.964023    -4556.647404    -4505.531694     2497.479903    -4556.646037    -4505.532969     2497.480097     3185.624334    -5560.098679     2497.470233    -4574.113224    -4482.124441     2507.649495
6 Nov 2022 04:43:00.000    -1920.769372     5926.372172     2913.008544    -1920.766529     5926.368749     2913.017382    -4489.776103    -4312.181875     2922.988010    -4474.162768    -4335.081258     2913.039458    -4474.163764    -4335.079807     2913.040089    -4474.341342    -4334.917722     2913.008544    -4474.341603    -4334.917576     2913.008361    -4523.459335    -4261.787455     2944.884413    -4474.090698    -4335.176536     2913.008361    -4474.089400    -4335.177752     2913.008544     3042.153487    -5436.598202     2912.998977    -4489.775460    -4312.181777     2922.989141
6 Nov 2022 04:44:00.000    -1770.556048     5758.872635     3315.653132    -1770.552811     5758.868740     3315.661626    -4385.636085    -4123.220914     3325.399805    -4371.883038    -4145.592961     3315.680343    -4371.883917    -4145.591541     3315.680960    -4372.040453    -4145.448712     3315.653132    -4372.040683    -4145.448607     3315.652959    -4415.259000    -4074.013705     3346.780354    -4371.800744    -4145.701646     3315.652959    -4371.799521    -4145.702798     3315.653132     2885.265837    -5289.119492     3315.643903    -4385.635354    -4123.220803     3325.400907
6 Nov 2022 04:45:00.000    -1614.152207     5564.748448     3703.636801    -1614.148591     5564.744097     3703.644914    -4262.157951    -3916.079540     3713.107704    -4250.325742    -3937.825602     3703.660189    -4250.326500    -3937.824220     3703.660790    -4250.461305    -3937.701275     3703.636801    -4250.461503    -3937.701212     3703.636640    -4287.590134    -3868.276515     3733.878123    -4250.233589    -3937.947215     3703.636640    -4250.232446    -3937.948297     3703.636801     2715.656440    -5118.318893     3703.627951    -4262.157135    -3916.079416     3713.108772
6 Nov 2022 04:46:00.000    -1452.475831     5344.808368     4075.248457    -1452.471852     5344.803580     4075.256155    -4119.891288    -3691.675755     4084.401842    -4110.031972    -3712.699971     4075.267921    -4110.032605    -3712.698632     4075.268502    -4110.145086    -3712.596113     4075.248457    -4110.145252    -3712.596091     4075.248310    -4141.020855    -3645.487639     4104.470571    -4109.930366    -3712.833973     4075.248310    -4109.929309    -3712.834981     4075.248457     2534.076369    -4924.955654     4075.240026    -4119.890390    -3691.675618     4084.402871
6 Nov 2022 04:47:00.000    -1286.460209     5099.982424     4428.850560    -1286.455885     5099.977220     4428.857808    -3959.468441    -3451.003441     4437.646087    -3951.625354    -3471.213157     4428.866012    -3951.625858    -3471.211869     4428.866572    -3951.715522    -3471.130223     4428.850560    -3951.715653    -3471.130244     4428.850426    -3976.202524    -3406.633782     4456.924684    -3951.514744    -3471.358957     4428.850426    -3951.513777    -3471.359886     4428.850560     2341.329269    -4709.888373     4428.842585    -3959.467465    -3451.003292     4437.647073
6 Nov 2022 04:48:00.000    -1117.048662     4831.317629     4762.886304    -1117.044012     4831.312033     4762.893070    -3781.601503    -3195.127709     4771.285222    -3775.809076    -3214.433889     4762.897676    -3775.809450    -3214.432656     4762.898212    -3775.875902    -3214.372243     4762.886304    -3775.875999    -3214.372306     4762.886184    -3793.866648    -3152.771983     4789.688754    -3775.689950    -3214.590842     4762.886184    -3775.689079    -3214.591687     4762.886304     2138.267615    -4474.070925     4762.878819    -3781.600454    -3195.127550     4771.286161
6 Nov 2022 04:49:00.000     -945.189267     4539.973136     5075.886272     -945.184312     4539.967173     5075.892528    -3587.078974    -2925.179945     5083.851591    -3583.362587    -2943.497555     5075.893516    -3583.362828    -2943.496384     5075.894025    -3583.405777    -2943.457467     5075.886272    -3583.405840    -2943.457573     5075.886167    -3594.821449    -2885.024701     5101.299001    -3583.235472    -2943.664969     5075.886167    -3583.234700    -2943.665727     5075.886272     1925.788750    -4218.547994     5075.879312    -3587.077856    -2925.179775     5083.852477
6 Nov 2022 04:50:00.000     -771.829691     4227.214992     5366.474620     -771.824453     4227.208687     5366.480340    -3376.762149    -2642.352688     5373.971267    -3375.138027    -2659.601074     5366.477703    -3375.138134    -2659.599969     5366.478183    -3375.157393    -2659.582718     5366.474620    -3375.157420    -2659.582866     5366.474530    -3379.948168    -2604.574733     5390.385733    -3375.003482    -2659.778210     5366.474530    -3375.002813    -2659.778876     5366.474620     1704.830841    -3944.450306     5366.468214    -3376.760967    -2642.352508     5373.972097
6 Nov 2022 04:51:00.000     -597.912161     3894.410476     5633.374906     -597.906662     3894.403857     5633.380065    -3151.581253    -2347.894366     5640.369881    -3152.056399    -2363.997602     5633.373814    -3152.056371    -2363.996569     5633.374263    -3152.051857    -2364.001057     5633.374906    -3152.051848    -2364.001246     5633.374831    -3150.197113    -2312.659991     5655.679150    -3151.915019    -2364.183677     5633.374831    -3151.914456    -2364.184250     5633.374906     1476.368742    -3652.989576     5633.369083    -3151.580012    -2347.894177     5640.370652
6 Nov 2022 04:52:00.000     -424.368515     3543.021914     5875.415554     -424.362779     3543.015012     5875.420131    -2912.531227    -2043.103772     5881.878074    -2915.103397    -2057.990992     5875.410293    -2915.103235    -2057.990035     5875.410709    -2915.074969    -2058.016240     5875.415554    -2915.074925    -2058.016470     5875.415496    -2906.583356    -2010.568031     5896.014776    -2914.955806    -2058.185186     5875.415496    -2914.955352    -2058.185662     5875.415554     1241.409719    -3345.453049     5875.410340    -2912.529934    -2043.103575     5881.878783
6 Nov 2022 04:53:00.000     -252.115349     3174.599993     6091.534779     -252.109403     3174.592836     6091.538755    -2660.667198    -1729.324287     6097.436412    -2665.324915    -1742.929993     6091.525372    -2665.324619    -1742.929117     6091.525753    -2665.272728    -1742.976922     6091.534779    -2665.272648    -1742.977191     6091.534737    -2650.182111    -1699.630323     6110.338351    -2665.171763    -1743.131449     6091.534737    -2665.171421    -1743.131826     6091.534779     1000.988986    -3023.197668     6091.530196    -2660.665857    -1729.324083     6097.437055
6 Nov 2022 04:54:00.000      -82.049302     2790.776726     6280.784898      -82.043171     2790.769348     6280.788257    -2397.099754    -1407.937956     6286.099685    -2403.822368    -1420.202300     6280.771387    -2403.821937    -1420.201509     6280.771731    -2403.746652    -1420.270700     6280.784898    -2403.746537    -1420.271007     6280.784873    -2382.123933    -1381.216380     6297.710111    -2403.664330    -1420.410130     6280.784873    -2403.664100    -1420.410405     6280.784898      756.165160    -2687.644034     6280.780968    -2397.098372    -1407.937746     6286.100259
6 Nov 2022 04:55:00.000       84.957488     2393.258216     6442.336168       84.963776     2393.250647     6442.338897    -2122.990129    -1080.359501     6447.040734    -2131.747905    -1091.228545     6442.318612    -2131.747343    -1091.227843     6442.318917    -2131.648995    -1091.318113     6442.336168    -2131.648845    -1091.318458     6442.336159    -2103.589807    -1056.727831     6457.308587    -2131.585678    -1091.441832     6442.336159    -2131.585563    -1091.442005     6442.336168      508.015681    -2340.270231     6442.332907    -2122.988712    -1080.359286     6447.041237
6 Nov 2022 04:56:00.000      248.061735     1983.817096     6575.480229      248.068154     1983.809371     6575.482318    -1839.545203     -748.030235     6579.553887    -1850.299458     -757.456184     6575.458705    -1850.298765     -757.455574     6575.458971    -1850.177790     -757.566524     6575.480229    -1850.177606     -757.566905     6575.480237    -1815.806067     -727.592382     6588.434017    -1850.133756     -757.673989     6575.480237    -1850.133756     -757.674057     6575.480229      257.632174    -1982.605473     6575.477651    -1839.543756     -748.030015     6579.554317
6 Nov 2022 04:57:00.000      406.453184     1564.284600     6679.633068      406.459705     1564.276753     6679.634509    -1548.012253     -412.411815     6683.057907    -1560.715525     -420.353225     6679.607671    -1560.714705     -420.352709     6679.607895    -1560.571637     -420.483849     6679.633068    -1560.571419     -420.484264     6679.633093    -1520.039067     -395.257637     6690.511271    -1560.547080     -420.574587     6679.633093    -1560.547195     -420.574551     6679.633068        6.115721    -1616.223456     6679.631185    -1548.010783     -412.411591     6683.058261
6 Nov 2022 04:58:00.000      559.358551     1136.542332     6754.337355      559.365145     1136.534397     6754.338144    -1249.673520      -74.979923     6757.098317    -1264.269781      -81.401880     6754.308197    -1264.268837      -81.401461     6754.308379    -1264.104307      -81.552211     6754.337355    -1264.104056      -81.552659     6754.337396    -1217.589660      -61.184836     6763.092148    -1264.099334      -81.625823     6754.337396    -1264.099564      -81.625683     6754.337355     -245.427884    -1242.735514     6754.336175    -1249.672034      -74.979697     6757.098595
6 Nov 2022 04:59:00.000      706.045200      702.513918     6799.264204      706.051837      702.505930     6799.264340     -945.840724      262.782013     6801.349152     -962.265622      257.907744     6799.231413     -962.264558      257.908063     6799.231552     -962.079291      257.738370     6799.264204     -962.079009      257.737891     6799.264262     -909.787642      273.157363     6805.857099     -962.093925      257.682207     6799.264262     -962.094269      257.682451     6799.264204     -495.892837     -863.783734     6799.263732     -945.839229      262.782241     6801.349351
6 Nov 2022 05:00:00.000      845.824557      264.156571     6814.214515      845.831209      264.148566     6814.214000     -637.849547      599.389070     6815.614281     -656.030685      596.083920     6814.178236     -656.029506      596.084138     6814.178330     -655.824319      595.896248     6814.214515     -655.824006      595.895741     6814.214589     -597.986150      606.299070     6818.616526     -655.858495      595.857782     6814.214589     -655.858953      595.858129     6814.214515     -744.177982     -481.034045     6814.214754     -637.848048      599.389298     6815.614401
6 Nov 2022 05:01:00.000      978.055298     -176.547551     6799.119912      978.061935     -176.555539     6799.118750     -327.053990      933.361122     6799.828342     -346.911247      931.639622     6799.080304     -346.909957      931.639737     6799.080354     -346.685754      931.434481     6799.119912     -346.685412      931.433947     6799.120003     -283.555954      936.775393     6801.311687     -346.739321      931.413880     6799.120003     -346.739891      931.414329     6799.119912     -989.191486      -96.169183     6799.120860     -327.052494      933.361349     6799.828383
6 Nov 2022 05:02:00.000     1102.146271     -617.600238     6754.043146     1102.152864     -617.608172     6754.041345      -14.820580     1263.229181     6754.057126      -36.266451     1263.098900     6754.000384      -36.265056     1263.098912     6754.000390      -36.022825     1262.877196     6754.043146      -36.022456     1262.876637     6754.043253       32.120413     1263.132716     6754.015050      -36.095549     1262.874550     6754.043253      -36.096228     1262.875100     6754.043146    -1229.855518      289.118521     6754.044800      -14.819095     1263.229406     6754.057087
6 Nov 2022 05:03:00.000     1217.559121    -1056.996211     6679.177879     1217.565641    -1057.004057     6679.175449      297.477502     1587.541700     6678.497348      274.537521     1589.003211     6679.132151      274.539016     1589.003119     6679.132111      274.798207     1588.765920     6679.177879      274.798603     1588.765339     6679.178001      347.654598     1583.934931     6676.930040      274.706647     1588.781241     6679.178001      274.705862     1588.781889     6679.177879    -1465.110868      673.134405     6679.180231      297.478970     1587.541923     6678.497230
6 Nov 2022 05:04:00.000     1323.810612    -1492.732110     6574.847927     1323.817030    -1492.739834     6574.844881      608.466269     1904.870758     6573.475880      584.133275     1907.917627     6574.799434      584.134863     1907.917432     6574.799349      584.409872     1907.665796     6574.847927      584.410292     1907.665196     6574.848064      661.658338     1897.769561     6570.390239      584.299879     1907.699018     6574.848064      584.298990     1907.699761     6574.847927    -1693.921459     1054.188694     6574.850967      608.467714     1904.870978     6573.475683
6 Nov 2022 05:05:00.000     1420.474653    -1922.815493     6441.506062     1420.480941    -1922.823061     6441.502416      916.776770     2213.818169     6439.448538      891.158013     2218.436986     6441.455017      891.159688     2218.436688     6441.454888      891.449302     2218.171725     6441.506062      891.449745     2218.171109     6441.506213      972.749364     2203.253803     6434.858146      891.321360     2218.222701     6441.506213      891.320371     2218.223536     6441.506062    -1915.278800     1430.603692     6441.509777      916.778187     2213.818384     6439.448263
6 Nov 2022 05:06:00.000     1507.184040    -2345.273905     6279.732313     1507.190170    -2345.281283     6279.728087     1221.050983     2513.021547     6276.998371     1194.259399     2519.191977     6279.678942     1194.261153     2519.191578     6279.678769     1194.564096     2518.914457     6279.732313     1194.564560     2518.913827     6279.732478     1279.557352     2499.040525     6270.923440     1194.418768     2518.982962     6279.732478     1194.417684     2518.983886     6279.732313    -2128.206360     1800.721020     6279.736686     1221.052364     2513.021756     6276.998019
6 Nov 2022 05:07:00.000     1583.631873    -2758.163967     6090.231691     1583.637817    -2758.171121     6090.226905     1519.947726     2801.160270     6086.833370     1492.101449     2808.855140     6090.176228     1492.103274     2808.854640     6090.176011     1492.418210     2808.566585     6090.231691     1492.418693     2808.565943     6090.231868     1580.729893     2783.824166     6079.300653     1492.256136     2808.652316     6090.231868     1492.254961     2808.653326     6090.231691    -2331.763857     2162.908838     6090.236703     1519.949064     2801.160473     6086.832942
6 Nov 2022 05:08:00.000     1649.572611    -3159.580359     5873.831314     1649.578344    -3159.587259     5873.825992     1812.148519     3076.961252     5869.783585     1783.370366     3086.146664     5873.774004     1783.372255     3086.146066     5873.773745     1783.697794     3085.848347     5873.831314     1783.698294     3085.847696     5873.831504     1874.938404     3056.346441     5860.826269     1783.519688     3085.950928     5873.831504     1783.518427     3085.952019     5873.831314    -2525.051369     2515.568981     5873.836943     1812.149810     3076.961448     5869.783084
6 Nov 2022 05:09:00.000     1704.822801    -3547.664639     5631.477027     1704.828297    -3547.671255     5631.471195     2096.363332     3339.204513     5626.797729     2066.780266     3349.839987     5631.418123     2066.782210     3349.839293     5631.417822     2067.116917     3349.533225     5631.477027     2067.117432     3349.532568     5631.477228     2160.883917     3315.401843     5616.455287     2066.923564     3349.652204     5631.477228     2066.922222     3349.653371     5631.477027    -2707.213272     2857.143925     5631.483248     2096.364570     3339.204700     5626.797156
6 Nov 2022 05:10:00.000     1749.261481    -3920.613882     5364.229543     1749.266717    -3920.620184     5364.223230     2371.336208     3586.728546     5358.939304     2341.078785     3598.767196     5364.169305     2341.080776     3598.766409     5364.168963     2341.423174     3598.453343     5364.229543     2341.423701     3598.452684     5364.229755     2437.302747     3559.842955     5347.257334     2341.215425     3598.588195     5364.229755     2341.214008     3598.589433     5364.229543    -2877.442022     3186.123593     5364.236329     2371.337387     3586.728724     5358.938662
6 Nov 2022 05:11:00.000     1782.830283    -4276.689152     5073.260124     1782.835235    -4276.695111     5073.253360     2635.850777     3818.435513     5067.382275     2605.052576     3831.824246     5073.198817     2605.054606     3831.823369     5073.198436     2605.403182     3831.504688     5073.260124     2605.403720     3831.504029     5073.260346     2702.972043     3788.585575     5054.412298     2605.181955     3831.654819     5073.260346     2605.180469     3831.656123     5073.260124    -3034.981792     3501.052007     5073.267445     2635.851892     3818.435682     5067.381568
6 Nov 2022 05:12:00.000     1805.533218    -4614.223790     4759.845786     1805.537864    -4614.229381     4759.838603     2888.735661     4033.296231     4753.406261     2857.532697     4047.975975     4759.783681     2857.534757     4047.975012     4759.783262     2857.887972     4047.652125     4759.845786     2857.888518     4047.651468     4759.846017     2956.715224     4000.613651     4739.205502     2857.654242     4047.816871     4759.846017     2857.652693     4047.818235     4759.845786    -3179.131936     3800.533783     4759.853610     2888.736707     4033.296390     4753.405491
6 Nov 2022 05:13:00.000     1817.436135    -4931.631506     4425.364015     1817.440454    -4931.636705     4425.356448     3128.869765     4230.354943     4418.391237     3097.399890     4246.260902     4425.301385     3097.401970     4246.259858     4425.300931     3097.758265     4245.934190     4425.364015     3097.758816     4245.933540     4425.364253     3197.407294     4194.983981     4403.022379     3097.513063     4246.112825     4425.364253     3097.511459     4246.114244     4425.364015    -3309.250267     4083.240464     4425.372307     3128.870737     4230.355091     4418.390408
6 Nov 2022 05:14:00.000     1818.665837    -5227.414200     4071.286935     1818.669811    -5227.418982     4071.279019     3355.187419     4408.733814     4063.811695     3323.589715     4425.795751     4071.224058     3323.591806     4425.794628     4071.223570     3323.949605     4425.467621     4071.286935     3323.950159     4425.466979     4071.287180     3423.980011     4370.830662     4047.342604     3323.694015     4425.659356     4071.287180     3323.692362     4425.660823     4071.286935    -3424.756122     4347.916640     4071.295658     3355.188312     4408.733949     4063.810810
6 Nov 2022 05:15:00.000     1809.408849    -5500.169405     3699.174940     1809.412460    -5500.173750     3699.166712     3566.683301     4567.637081     3691.230260     3535.097462     4585.779624     3699.112093     3535.099555     4585.778429     3699.111574     3535.457276     4585.451527     3699.174940     3535.457831     4585.450898     3699.175191     3635.426821     4527.369181     3673.733691     3535.192427     4585.655516     3699.175191     3535.190732     4585.657025     3699.174940    -3525.133128     4593.385772     3699.184057     3566.684113     4567.637204     3691.229323
6 Nov 2022 05:16:00.000     1789.909817    -5748.597259     3310.669866     1789.913048    -5748.601149     3310.661366     3762.417069     4706.354796     3302.290856     3730.982782     4725.497770     3310.607328     3730.984868     4725.496507     3310.606779     3731.340930     4725.171158     3310.669866     3731.341482     4725.170543     3310.670122     3830.807502     4663.900104     3283.844130     3731.067992     4725.386498     3310.670122     3731.066262     4725.388042     3310.669866    -3609.931656     4818.555628     3310.679336     3762.417796     4706.354906     3302.289872
6 Nov 2022 05:17:00.000     1760.469585    -5971.507000     2907.487804     1760.472423    -5971.510416     2907.479071     3941.517703     4824.266177     2898.711506     3910.374026     4844.324953     2907.425850     3910.376096     4844.323627     2907.425275     3910.728922     4844.001271     2907.487804     3910.729471     4844.000672     2907.488063     4009.252503     4779.812379     2879.396175     3910.449102     4844.227010     2907.488063     3910.447346     4844.228583     2907.487804    -3678.770972     5022.423346     2907.497585     3941.518340     4824.266274     2898.710478
6 Nov 2022 05:18:00.000     1721.442981    -6167.823004     2491.411564     1721.445413    -6167.825931     2491.402638     4103.187567     4920.842596     2482.276790     4072.472311     4941.728467     2491.350469     4072.474355     4941.727085     2491.349869     4072.822385     4941.409147     2491.411564     4072.822927     4941.408569     2491.411826     4169.967006     4874.586285     2462.178273     4072.536920     4941.644289     2491.411826     4072.535145     4941.645883     2491.411564    -3731.341100     5204.080137     2491.421613     4103.188113     4920.842679     2482.275723
6 Nov 2022 05:19:00.000     1673.236311    -6336.590343     2064.282771     1673.238326    -6336.592768     2064.273694     4246.706179     4995.650196     2054.829930     4216.555291     5017.270770     2064.222805     4216.557300     5017.269337     2064.222183     4216.898994     5016.957225     2064.282771     4216.899527     5016.956670     2064.283033     4312.234688     4947.795995     2034.037137     4216.609147     5017.200728     2064.283033     4216.607361     5017.202337     2064.282771    -3767.404400     5362.715600     2064.293042     4246.706631     4995.650264     2054.828829
6 Nov 2022 05:20:00.000     1616.304577    -6476.979762     1627.993612     1616.306166    -6476.981674     1627.984426     4371.433616     5048.352064     1618.264532     4341.980572     5070.611673     1627.935041     4341.982537     5070.610196     1627.934400     4342.316383     5070.305292     1627.993612     4342.316903     5070.304761     1627.993875     4435.421106     4999.111724     1596.869470     4342.023436     5070.556079     1627.993875     4342.021647     5070.557695     1627.993612    -3786.796816     5497.621592     1628.004062     4371.433973     5048.352118     1618.263402
6 Nov 2022 05:21:00.000     1551.148408    -6588.292048     1184.478340     1551.149564    -6588.293439     1184.469086     4476.813558     5078.709952     1174.516080     4448.188761     5101.510077     1184.421423     4448.190674     5101.508562     1184.420765     4448.515192     5101.212216     1184.478340     4448.515699     5101.211714     1184.478601     4538.976719     5028.301406     1152.613440     4448.220442     5101.469177     1184.478601     4448.218658     5101.470794     1184.478340    -3789.428767     5608.195614     1184.488921     4476.813816     5078.709991     1174.514926
6 Nov 2022 05:22:00.000     1478.310739    -6669.961838      735.704533     1478.311457    -6669.962702      735.695255     4562.375985     5086.585560      725.553194     4534.706185     5109.825273      735.649522     4534.708037     5109.823726      735.648850     4535.021791     5109.537251      735.704533     4535.022282     5109.536778      735.704792     4622.439562     5035.231952      703.239934     4534.726543     5109.799249      735.704792     4534.724772     5109.800858      735.704533    -3775.285702     5693.943777      735.715199     4562.376144     5086.585584      725.552021
6 Nov 2022 05:23:00.000     1398.373225    -6721.560815      283.664105     1398.373502    -6721.561148      283.654844     4627.739539     5071.941359      273.368629     4601.147260     5095.517770      283.611243     4601.149042     5095.516199      283.610561     4601.450643     5095.240863      283.664105     4601.451115     5095.240422      283.664360     4685.437568     5019.870045      250.743535     4601.156204     5095.506737      283.664360     4601.154453     5095.508333      283.664105    -3744.428307     5754.483300      283.674808     4627.739599     5071.941368      273.367442
6 Nov 2022 05:24:00.000     1311.952423    -6742.800169     -169.635944     1311.952257    -6742.799970     -169.645145     4672.613425     5034.840874     -180.029972     4647.216414     5058.649598     -169.686422     4647.218118     5058.648009     -169.687112     4647.506230     5058.385031     -169.635944     4647.506682     5058.384624     -169.635693     4727.690426     4982.282405     -202.866726     4647.213904     5058.653605     -169.635693     4647.212181     5058.655179     -169.635944    -3696.992287     5789.544450     -169.625251     4672.613385     5034.840868     -180.031168
6 Nov 2022 05:25:00.000     1219.695753    -6733.532235     -622.182866     1219.695146    -6733.531504     -622.191967     4696.798790     4975.448396     -632.629427     4672.709489     4999.384016     -622.230737     4672.711108     4999.382417     -622.231432     4672.984456     4999.132960     -622.182866     4672.984885     4999.132590     -622.182621     4749.010918     4922.635479     -655.576727     4672.695537     4999.403046     -622.182621     4672.693850     4999.404592     -622.182866    -3633.187738     5798.971821     -622.172230     4696.798651     4975.448374     -632.630626
6 Nov 2022 05:26:00.000     1122.277312    -6693.751333    -1071.967476     1122.276266    -6693.750074    -1071.976435     4700.189599     4894.028150    -1082.420318     4677.514641     4917.984696    -1072.012529     4677.516167     4917.983093    -1072.013225     4677.773541     4917.748262    -1071.967476     4677.773946     4917.747930    -1071.967238     4749.305733     4841.194609    -1105.376569     4677.489307     4918.018663    -1071.967238     4677.487664     4918.020173    -1071.967476    -3553.298122     5782.724990    -1071.956945     4700.189361     4894.028114    -1082.421515
6 Nov 2022 05:27:00.000     1020.393554    -6623.593897    -1516.993370     1020.392074    -6623.592115    -1517.002147     4682.773051     4790.942998    -1527.406219     4661.612784     4814.814414    -1517.035404     4661.614211     4814.812814    -1517.036099     4661.854472     4814.593649    -1516.993370     4661.854850     4814.593356    -1516.993140     4728.575827     4738.322722    -1550.269795     4661.576182     4814.863168    -1516.993140     4661.574590     4814.864636    -1516.993370    -3457.678890     5740.878619    -1516.982990     4682.772715     4790.942946    -1527.407409
6 Nov 2022 05:28:00.000      914.758876    -6523.337900    -1955.286061      914.756967    -6523.335603    -1955.294617     4644.629569     4666.652668    -1965.612828     4625.077610     4690.333294    -1955.324891     4625.078930     4690.331705    -1955.325581     4625.301016     4690.129175    -1955.286061     4625.301365     4690.128922    -1955.285840     4686.916353     4614.478565    -1988.282530     4625.029901     4690.396619    -1955.285840     4625.028367     4690.398039    -1955.286061    -3346.755779     5673.622013    -1955.275878     4644.629137     4666.652602    -1965.614005
6 Nov 2022 05:29:00.000      806.101152    -6393.401563    -2384.901999      806.098824    -6393.398761    -2384.910296     4585.932319     4521.711552    -2395.096984     4568.075135     4545.096596    -2384.937452     4568.076342     4545.095025    -2384.938135     4568.279270     4544.910024    -2384.901999     4568.279589     4544.909814    -2384.901788     4624.516101     4470.214506    -2417.472494     4568.016530     4545.174210    -2384.901788     4568.015062     4545.175575    -2384.901999    -3221.022789     5581.258122    -2384.892058     4585.931792     4521.711472    -2395.098144
