                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    5 Nov 2022 15:41:05
Satellite-FINCH


      Time (UTCG)             x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)          x (km)          y (km)          z (km)   
5 Nov 2022 23:08:00.000     6575.772805     1631.093601    -1148.564317     6575.771680     1631.094951    -1148.568836     4720.997854     4856.872306    -1159.062109     4698.683237     4880.935327    -1148.608059     4698.684035     4880.934471    -1148.608431     4698.937552     4880.700789    -1148.564317     4698.937747     4880.700628    -1148.564206     4769.324605     4803.810491    -1182.117542     4698.655253     4880.972586    -1148.564206     4698.654387     4880.973393    -1148.564317    -3512.061684     5793.677664    -1148.553939     4720.997599     4856.872266    -1159.063310
5 Nov 2022 23:09:00.000     6508.810239     1522.853208    -1592.548978     6508.808680     1522.855080    -1592.553559     4699.560220     4750.203839    -1602.997847     4678.776286     4774.161230    -1592.589679     4678.777031     4774.160376    -1592.590049     4679.013239     4773.942577    -1592.548978     4679.013421     4773.942434    -1592.548871     4744.538946     4697.400448    -1625.940984     4678.737106     4774.213239    -1592.548871     4678.736266     4774.214027    -1592.548978    -3413.986798     5747.035699    -1592.538756     4699.559867     4750.203785    -1602.999040
5 Nov 2022 23:10:00.000     6412.195334     1408.618472    -2029.466707     6412.193348     1408.620858    -2029.471327     4657.325834     4622.514345    -2039.820413     4638.164515     4646.260089    -2029.504184     4638.165204     4646.259241    -2029.504553     4638.383059     4646.058287    -2029.466707     4638.383226     4646.058164    -2029.466604     4698.757587     4570.203046    -2062.549725     4638.114313     4646.326618    -2029.466604     4638.113503     4646.327382    -2029.466707    -3300.804000     5674.961554    -2029.456685     4657.325386     4622.514277    -2039.821593
5 Nov 2022 23:11:00.000     6286.310605     1289.151906    -2457.380462     6286.308199     1289.154795    -2457.385099     4594.485878     4474.373220    -2467.593198     4577.031895     4497.802257    -2457.414551     4577.032524     4497.801418    -2457.414916     4577.231062     4497.618199    -2457.380462     4577.231215     4497.618096    -2457.380364     4632.187470     4422.785455    -2490.008122     4576.970893     4497.883011    -2457.380364     4576.970117     4497.883747    -2457.380462    -3173.017277     5577.779403    -2457.370684     4594.485336     4474.373137    -2467.594358
5 Nov 2022 23:12:00.000     6131.675363     1165.235149    -2874.394470     6131.672550     1165.238528    -2874.399102     4511.323571     4306.440997    -2884.421062     4495.654060     4329.449694    -2874.425020     4495.654626     4329.448869    -2874.425379     4495.832970     4329.284193    -2874.394470     4495.833108     4329.284111    -2874.394377     4545.128386     4255.804948    -2906.422454     4495.582529     4329.544315    -2874.394377     4495.581790     4329.545021    -2874.394470    -3031.195635     5455.925521    -2874.384980     4511.322937     4306.440900    -2884.422199
5 Nov 2022 23:13:00.000     5948.943274     1037.664238    -3278.662788     5948.940065     1037.668093    -3278.667391     4408.212704     4119.466185    -3288.458901     4394.396876     4141.952802    -3278.689664     4394.397376     4141.951993    -3278.690016     4394.554738     4141.806587    -3278.662788     4394.554859     4141.806527    -3278.662701     4437.971434     4070.005758    -3309.949473     4394.315132     4142.060869    -3278.662701     4394.314433     4142.061541    -3278.662788    -2875.970414     5309.946082    -3278.653629     4408.211981     4119.466074    -3288.460008
5 Nov 2022 23:14:00.000     5738.899269      907.244848    -3668.397614     5738.895678      907.249161    -3668.402164     4285.615775     3914.281724    -3677.919943     4273.714611     3936.146860    -3668.420697     4273.715043     3936.146071    -3668.421039     4273.850728     3936.020577    -3668.397614     4273.850833     3936.020539    -3668.397532     4311.197071     3866.215553    -3698.804699     4273.623016     3936.267895    -3668.397532     4273.622362     3936.268530    -3668.397614    -2708.032311     5140.494482    -3668.388824     4285.614966     3914.281600    -3677.921017
5 Nov 2022 23:15:00.000     5502.455798      774.787501    -4041.877298     5502.451841      774.792253    -4041.881773     4144.081700     3691.801016    -4051.083768     4134.147689     3712.948054    -4041.896487     4134.148051     3712.947289    -4041.896819     4134.261461     3712.842260    -4041.877298     4134.261549     3712.842243    -4041.877224     4165.372746     3645.341493    -4071.270423     4134.046649     3713.081521    -4041.877224     4134.046042     3713.082115    -4041.877298    -2528.128121     4948.328144    -4041.868918     4144.080810     3691.800879    -4051.084803
5 Nov 2022 23:16:00.000     5240.648409      641.102796    -4397.453973     5240.644105      641.107966    -4397.458348     3984.243096     3453.013572    -4406.303916     3976.320004     3473.349104    -4397.469182     3976.320294     3473.348367    -4397.469502     3976.410930     3473.264265    -4397.453973     3976.411000     3473.264271    -4397.453905     4001.150091     3408.365909    -4425.703306     3976.209967     3473.494413    -4397.453905     3976.209410     3473.494964    -4397.453973    -2337.057197     4734.304804    -4397.446039     3984.242127     3453.013424    -4406.304908
5 Nov 2022 23:17:00.000     4954.630772      506.996720    -4733.560696     4954.626139      507.002286    -4733.564950     3806.813190     3198.980357    -4742.015040     3800.935880     3218.414597    -4733.571859     3800.936096     3218.413891    -4733.572166     3801.003559     3218.351085    -4733.560696     3801.003611     3218.351113    -4733.560636     3819.261750     3156.341682    -4760.541513     3800.817332     3218.571103    -4733.560636     3800.816828     3218.571609    -4733.560696    -2135.667720     4499.378369    -4733.553244     3806.812147     3198.980198    -4742.015985
5 Nov 2022 23:18:00.000     4645.669231      373.266055    -5048.718181     4645.664290      373.271991    -5048.722289     3612.582443     2930.828893    -5056.739612     3608.776726     2949.276071    -5048.725247     3608.776866     2949.275398    -5048.725539     3608.820860     2949.234164    -5048.718181     3608.820894     2949.234214    -5048.718127     3620.517913     2890.387383    -5074.311405     3608.650191     2949.443081    -5048.718127     3608.649743     2949.443539    -5048.718181    -1924.852806     4244.594432    -5048.711242     3612.581332     2930.828723    -5056.740505
5 Nov 2022 23:19:00.000     4315.136895      240.693897    -5341.541121     4315.131667      240.700177    -5341.545062     3402.414883     2649.748129    -5349.094255     3400.697408     2667.126864    -5341.544061     3400.697473     2667.126229    -5341.544337     3400.717805     2667.106745    -5341.541121     3400.717820     2667.106817    -5341.541075     3405.802556     2611.682190    -5365.633850     3400.563447     2667.303641    -5341.541075     3400.563055     2667.304048    -5341.541121    -1705.546462     3971.085437    -5341.534728     3402.413707     2649.747949    -5349.095092
5 Nov 2022 23:20:00.000     3964.507229      110.045304    -5610.744127     3964.501738      110.051901    -5610.747878     3177.244106     2356.983043    -5617.795656     3177.622301     2373.216702    -5610.742928     3177.622289     2373.216107    -5610.743186     3177.618871     2373.218458    -5610.744127     3177.618867     2373.218552    -5610.744089     3176.069364     2321.460527    -5633.230122     3177.481504     2373.402463    -5610.744089     3177.481173     2373.402818    -5610.744127    -1478.719365     3680.065474    -5610.738307     3177.242871     2356.982854    -5617.796434
5 Nov 2022 23:21:00.000     3595.347155      -17.936902    -5855.147160     3595.341424      -17.930018    -5855.150700     2938.068966     2053.829006    -5861.666003     2940.541011     2068.846036    -5855.141827     2940.540922     2068.845484    -5855.142066     2940.513772     2068.869657    -5855.147160     2940.513749     2068.869773    -5855.147131     2932.337325     2021.006486    -5875.927311     2940.394001     2069.039961    -5855.147131     2940.393731     2069.040262    -5855.147160    -1245.374485     3372.824697    -5855.141939     2938.067677     2053.828809    -5861.666718
5 Nov 2022 23:22:00.000     3209.309742     -142.536161    -6073.680435     3209.303797     -142.529021    -6073.683744     2685.948993     1741.625957    -6079.637870     2690.503835     1755.360192    -6073.670991     2690.503669     1755.359687    -6073.671211     2690.452908     1755.405573    -6073.680435     2690.452866     1755.405710    -6073.680414     2675.686058     1711.648042    -6092.663186     2690.351262     1755.561426    -6073.680414     2690.351054     1755.561671    -6073.680435    -1006.542601     3050.723429    -6073.675835     2685.947656     1741.625753    -6079.638519
5 Nov 2022 23:23:00.000     2808.126562     -263.065985    -6265.388772     2808.120430     -263.058619    -6265.391830     2421.999593     1421.752439    -6270.758562     2428.617005     1434.143391    -6265.375259     2428.616763     1434.142934    -6265.375458     2428.542616     1434.210328    -6265.388772     2428.542556     1434.210486    -6265.388759     2407.250928     1394.751155    -6282.490521     2428.459542     1434.351043    -6265.388759     2428.459398     1434.351231    -6265.388772     -763.277734     2715.186033    -6265.384814     2421.998214     1421.752228    -6270.759142
5 Nov 2022 23:24:00.000     2393.599788     -378.873565    -6429.435426     2393.593495     -378.866006    -6429.438214     2147.387092     1095.619539    -6434.193929     2156.037770     1106.612656    -6429.417904     2156.037451     1106.612249    -6429.418081     2155.940247     1106.700852    -6429.435426     2155.940168     1106.701029    -6429.435422     2128.218009     1071.713761    -6444.580881     2155.876111     1106.825810    -6429.435422     2155.876032     1106.825939    -6429.435426     -516.652527     2367.694595    -6429.432128     2147.385677     1095.619323    -6434.194438
5 Nov 2022 23:25:00.000     1967.594036     -489.343158    -6565.105429     1967.587611     -489.335439    -6565.107930     1863.323636      764.664744    -6569.231703     1873.969327      774.211642    -6565.083975     1873.968934      774.211287    -6565.084129     1873.849103      774.320707    -6565.105429     1873.849006      774.320904    -6565.105433     1839.818888      743.959682    -6578.227934     1873.804186      774.429357    -6565.105433     1873.804173      774.429428    -6565.105429     -267.753580     2009.782447    -6565.102805     1863.322191      764.664523    -6569.232138
5 Nov 2022 23:26:00.000     1532.027970     -593.899236    -6671.808461     1532.021440     -593.891392    -6671.810659     1571.061918      430.345710    -6675.284351     1583.655604      438.404383    -6671.783170     1583.655137      438.404083    -6671.783301     1583.513208      438.533835    -6671.808461     1583.513092      438.534050    -6671.808475     1543.325321      412.932460    -6682.850281     1583.487708      438.625700    -6671.808475     1583.487761      438.625712    -6671.808461      -17.676745     1643.027508    -6671.806524     1571.060450      430.345485    -6675.284711
5 Nov 2022 23:27:00.000     1088.865635     -692.009377    -6749.081214     1088.859030     -692.001442    -6749.083093     1271.889735       94.133950    -6751.891430     1286.375833      100.668952    -6749.052197     1286.375295      100.668708    -6749.052304     1286.211894      100.818218    -6749.081214     1286.211761      100.818451    -6749.081236     1240.043700       80.089104    -6757.993781     1286.205924      100.892895    -6749.081236     1286.206042      100.892846    -6749.081214      232.477614     1269.045426    -6749.079971     1271.888250       94.133723    -6751.891713
5 Nov 2022 23:28:00.000      640.107582     -783.186868    -6796.589173      640.100930     -783.178877    -6796.590720      967.124369     -242.491512    -6798.721357      983.438986     -237.508920    -6796.556558      983.438378     -237.509107    -6796.556640      983.254227     -237.340499    -6796.589173      983.254077     -237.340249    -6796.589203      931.309358     -253.106194    -6803.333294      983.267812     -237.283340    -6796.589203      983.267996     -237.283448    -6796.589173      481.609352      889.482550    -6796.588629      967.122874     -242.491740    -6798.721562
5 Nov 2022 23:29:00.000      187.781891     -866.993011    -6814.127826      187.775222     -866.984999    -6814.129029      658.106902     -578.050459    -6815.572604      676.178113     -574.642185    -6814.091757      676.177438     -574.642314    -6814.091813      675.973348     -574.455352    -6814.127826      675.973182     -574.455086    -6814.127865      618.480808     -585.188311    -6818.673851      676.006429     -574.415961    -6814.127865      676.006678     -574.416130    -6814.127826      728.623226      506.008843    -6814.127985      658.105403     -578.050688    -6815.572729
5 Nov 2022 23:30:00.000     -266.064833     -943.039143    -6801.623378     -266.071490     -943.031146    -6801.624226      346.196507     -911.067735    -6802.374398      365.944673     -909.248761    -6801.584013      365.943934     -909.248831    -6801.584043      365.720805     -909.044341    -6801.623378      365.720622     -909.044060    -6801.623425      302.933961     -914.697381    -6803.951323      365.773236     -909.022891    -6801.623425      365.773549     -909.023119    -6801.623378      972.433510      120.310782    -6801.624238      346.195011     -911.067963    -6802.374444
5 Nov 2022 23:31:00.000     -719.376530    -1010.988390    -6759.133042     -719.383145    -1010.980444    -6759.133527       32.764699    -1240.079478    -6759.187005       54.102814    -1239.857799    -6759.090555       54.102013    -1239.857810    -6759.090559       53.860828    -1239.636692    -6759.133042       53.860631    -1239.636398    -6759.133098      -13.943694    -1240.184971    -6759.232679       53.932379    -1239.633278    -6759.133098       53.932756    -1239.633565    -6759.133042     1211.968585     -265.915777    -6759.134601       32.763213    -1240.079705    -6759.186970
5 Nov 2022 23:32:00.000    -1170.096896    -1070.557146    -6686.844846    -1170.103440    -1070.549285    -6686.844960     -280.810519    -1563.639379    -6686.201514     -257.976447    -1565.015967    -6686.799423     -257.977306    -1565.015918    -6686.799401     -258.235485    -1564.779148    -6686.844846     -258.235696    -1564.778842    -6686.844910     -330.759012    -1560.220264    -6684.715742     -258.145129    -1564.793785    -6686.844910     -258.144691    -1564.794129    -6686.844846     1446.175520     -650.972833    -6686.847096     -280.811989    -1563.639603    -6686.201400
5 Nov 2022 23:33:00.000    -1616.178662    -1121.516239    -6585.076827    -1616.185106    -1121.508497    -6585.076564     -593.150582    -1880.324899    -6583.739031     -568.921122    -1883.293700    -6585.028668     -568.922036    -1883.293590    -6585.028620     -569.196071    -1883.042213    -6585.076827     -569.196296    -1883.041895    -6585.076898     -646.119184    -1873.396217    -6580.728347     -569.087308    -1883.074836    -6585.076898     -569.086809    -1883.075236    -6585.076827     1674.024600    -1033.167548    -6585.079758     -593.152030    -1880.325120    -6583.738837
5 Nov 2022 23:34:00.000    -2055.592792    -1163.691776    -6454.275614    -2055.599109    -1163.684188    -6454.274970     -902.882264    -2188.743337    -6452.249236     -877.364125    -2193.291297    -6454.224931     -877.365089    -2193.291128    -6454.224857     -877.653774    -2193.026250    -6454.275614     -877.654011    -2193.025923    -6454.275693     -958.637699    -2178.335560    -6447.726881     -877.527081    -2193.076716    -6454.275693     -877.526524    -2193.077171    -6454.275614     1894.513713    -1410.819482    -6454.279213     -902.883683    -2188.743554    -6452.248964
5 Nov 2022 23:35:00.000    -2486.337511    -1196.965665    -6295.014524    -2486.343672    -1196.958264    -6295.013498    -1208.643473    -2487.537717    -6292.308475    -1181.949036    -2493.644836    -6294.961540    -1181.950048    -2493.644607    -6294.961441    -1182.252110    -2493.367396    -6295.014524    -1182.252360    -2493.367061    -6295.014610    -1266.940191    -2473.696614    -6286.294338    -1182.108046    -2493.435483    -6295.014610    -1182.107433    -2493.435991    -6295.014524     2106.672582    -1782.267691    -6295.018776    -1208.644857    -2487.537928    -6292.308126
5 Nov 2022 23:36:00.000    -2906.447224    -1221.275858    -6107.991277    -2906.453202    -1221.268677    -6107.989869    -1509.088993    -2775.392536    -6104.617458    -1481.335828    -2783.031955    -6107.936225    -1481.336882    -2783.031668    -6107.936101    -1481.650992    -2782.743346    -6107.991277    -1481.651251    -2782.743004    -6107.991370    -1569.670240    -2758.178984    -6097.137990    -1481.490189    -2782.828754    -6107.991370    -1481.489522    -2782.829313    -6107.991277     2309.566895    -2145.877737    -6107.996163    -1509.090336    -2775.392741    -6104.617033
5 Nov 2022 23:37:00.000    -3314.001432    -1236.616300    -5894.025277    -3314.007200    -1236.609371    -5894.023487    -1802.896243    -3051.039461    -5889.998529    -1774.206593    -3060.177577    -5893.968399    -1774.207685    -3060.177232    -5893.968249    -1774.532459    -3059.879069    -5894.025277    -1774.532728    -3059.878722    -5894.025376    -1865.495176    -3030.529181    -5881.086631    -1774.355625    -3059.981423    -5894.025376    -1774.354907    -3059.982031    -5894.025277     2502.302354    -2500.048696    -5894.030775    -1802.897538    -3051.039659    -5889.998030
5 Nov 2022 23:38:00.000    -3707.133587    -1243.036570    -5654.054344    -3707.139120    -1243.029923    -5654.052177    -2088.771049    -3313.262903    -5649.392384    -2059.271301    -3323.859509    -5653.995891    -2059.272427    -3323.859108    -5653.995717    -2059.606434    -3323.552419    -5654.054344    -2059.606711    -3323.552068    -5654.054449    -2153.111898    -3289.546139    -5639.087268    -2059.414347    -3323.671268    -5654.054449    -2059.413581    -3323.671922    -5654.054344     2684.028625    -2843.220156    -5654.060430    -2088.772291    -3313.263093    -5649.391813
5 Nov 2022 23:39:00.000    -4084.039768    -1240.641194    -5389.130857    -4084.045042    -1240.634858    -5389.128319    -2365.453335    -3560.905397    -5383.854202    -2335.273467    -3572.913859    -5389.071087    -2335.274622    -3572.913403    -5389.070889    -2335.616391    -3572.599540    -5389.130857    -2335.616675    -3572.599187    -5389.130968    -2431.252609    -3534.086527    -5372.201221    -2335.409895    -3572.734362    -5389.130968    -2335.409085    -3572.735059    -5389.130857     2853.943109    -3173.879089    -5389.137505    -2365.454519    -3560.905578    -5383.853562
5 Nov 2022 23:40:00.000    -4442.987071    -1229.588651    -5100.417362    -4442.992062    -1229.582655    -5100.414460    -2631.722656    -3792.872728    -5094.549240    -2600.995670    -3806.240185    -5100.356537    -2600.996848    -3806.239676    -5100.356316    -2601.344872    -3805.920022    -5100.417362    -2601.345162    -3805.919668    -5100.417478    -2698.690380    -3763.069813    -5081.599693    -2601.124878    -3806.070223    -5100.417478    -2601.124026    -3806.070961    -5100.417362     3011.294504    -3490.566504    -5100.424542    -2631.723777    -3792.872899    -5094.548534
5 Nov 2022 23:41:00.000    -4782.321694    -1210.090092    -4789.181723    -4782.326381    -1210.084462    -4789.178465    -2886.403562    -4008.138807    -4782.747973    -2855.264898    -4022.806397    -4789.120112    -2855.266094    -4022.805838    -4789.119868    -2855.618840    -4022.481803    -4789.181723    -2855.619134    -4022.481450    -4789.181844    -2954.244548    -3975.483082    -4768.558882    -2855.386315    -4022.646722    -4789.181844    -2855.385426    -4022.647497    -4789.181723     3155.386179    -3791.883873    -4789.189404    -2886.404614    -4008.138968    -4782.747203
5 Nov 2022 23:42:00.000    -5100.476745    -1182.407765    -4456.791822    -5100.481107    -1182.402525    -4456.788220    -3128.370806    -4205.750302    -4449.820782    -3096.957752    -4221.653420    -4456.729695    -3096.958962    -4221.652812    -4456.729431    -3097.314874    -4221.325826    -4456.791822    -3097.315172    -4221.325475    -4456.791947    -3196.785947    -4170.385605    -4434.454646    -3097.070843    -4221.504735    -4456.791947    -3097.069920    -4221.505545    -4456.791822     3285.579335    -4076.499351    -4456.799970    -3128.371785    -4205.750451    -4449.819953
5 Nov 2022 23:43:00.000    -5395.979732    -1146.853153    -4104.709796    -5395.983749    -1146.848328    -4104.705864    -3356.554403    -4384.831003    -4097.232181    -3325.005490    -4401.899580    -4104.647428    -3325.006708    -4401.898926    -4104.647144    -3325.364216    -4401.570431    -4104.709796    -3325.364516    -4401.570084    -4104.709924    -3425.241989    -4346.913154    -4080.756704    -3325.109755    -4401.762543    -4104.709924    -3325.108801    -4401.763383    -4104.709796     3401.295962    -4343.153782    -4104.718375    -3356.555304    -4384.831140    -4097.231296
5 Nov 2022 23:44:00.000    -5667.459692    -1103.784824    -3734.485803    -5667.463346    -1103.780434    -3734.481555    -3569.944493    -4544.585892    -3726.534570    -3538.398882    -4562.744702    -3734.423470    -3538.400103    -4562.744003    -3734.423166    -3538.757630    -4562.415449    -3734.485803    -3538.757931    -4562.415108    -3734.485935    -3638.601542    -4504.282010    -3709.022366    -3538.493860    -4562.619918    -3734.485935    -3538.492881    -4562.620785    -3734.485803     3502.021542    -4590.666444    -3734.494776    -3569.945312    -4544.586017    -3726.533633
5 Nov 2022 23:45:00.000    -5913.653895    -1053.605996    -3347.751327    -5913.657171    -1053.602060    -3347.746779    -3767.595972    -4684.304869    -3339.361530    -3736.192843    -4703.473856    -3347.689302    -3736.194060    -4703.473117    -3347.688981    -3736.550030    -4703.145953    -3347.751327    -3736.550330    -4703.145619    -3347.751461    -3835.919569    -4641.792640    -3320.889804    -3736.278114    -4703.361876    -3347.751461    -3736.277113    -4703.362767    -3347.751327     3587.307495    -4817.940481    -3347.760653    -3767.596706    -4684.304981    -3339.360544
5 Nov 2022 23:46:00.000    -6133.414051     -996.761851    -2946.212044    -6133.416934     -996.758387    -2946.207214    -3948.632845    -4803.366103    -2937.420680    -3917.510777    -4823.460735    -2946.150602    -3917.511986    -4823.459959    -2946.150264    -3917.864827    -4823.135630    -2946.212044    -3917.865125    -4823.135304    -2946.212180    -4016.321483    -4758.833002    -2918.070891    -3917.585964    -4823.362056    -2946.212180    -3917.584946    -4823.362966    -2946.212044     3656.773317    -5023.967975    -2946.221683    -3948.633491    -4803.366202    -2937.419651
5 Nov 2022 23:47:00.000    -6325.711966     -933.736594    -2531.640326    -6325.714443     -933.733617    -2531.635233    -4112.252257    -4901.238978    -2522.486173    -4081.548614    -4922.170618    -2531.579736    -4081.549810    -4922.169807    -2531.579384    -4081.897965    -4921.849744    -2531.640326    -4081.898259    -4921.849429    -2531.640463    -4179.007175    -4854.881442    -2502.343673    -4081.613384    -4922.085674    -2531.640463    -4081.612353    -4922.086600    -2531.640326     3710.108415    -5207.834605    -2531.650234    -4112.252812    -4901.239063    -2522.485105
5 Nov 2022 23:48:00.000    -6489.644657     -865.050294    -2105.867422    -6489.646718     -865.047818    -2105.862089    -4257.728205    -4977.486639    -2096.390870    -4227.578527    -4999.162935    -2105.807954    -4227.579704    -4999.162094    -2105.807588    -4227.921636    -4998.847710    -2105.867422    -4227.921926    -4998.847407    -2105.867560    -4323.254716    -4929.509200    -2075.544530    -4227.632594    -4999.092103    -2105.867560    -4227.631554    -4999.093041    -2105.867422     3747.073632    -5368.723898    -2105.877557    -4257.728666    -4977.486709    -2096.389767
5 Nov 2022 23:49:00.000    -6624.438931     -791.255520    -1670.775343    -6624.440566     -791.253555    -1670.769791    -4384.414951    -5031.768152    -1661.018211    -4354.952349    -5054.093448    -1670.717258    -4354.953502    -5054.092579    -1670.716880    -4355.287701    -5053.785263    -1670.775343    -4355.287985    -5053.784973    -1670.775481    -4448.423756    -4982.382533    -1639.560025    -4354.995474    -5054.037041    -1670.775481    -4354.994430    -5054.037986    -1670.775343     3767.502478    -5505.921090    -1670.785660    -4384.415317    -5031.768207    -1661.017079
5 Nov 2022 23:50:00.000    -6729.455373     -712.933764    -1228.288399    -6729.456575     -712.932320    -1228.282652    -4491.750100    -5063.840236    -1218.293753    -4463.104662    -5086.715994    -1228.231953    -4463.105785    -5086.715102    -1228.231566    -4463.430776    -5086.416211    -1228.288399    -4463.431053    -5086.415935    -1228.288537    -4553.958574    -5013.264413    -1196.318431    -4463.136653    -5086.674262    -1228.288537    -4463.135610    -5086.675210    -1228.288399     3771.302023    -5618.816560    -1228.298852    -4491.750368    -5063.840276    -1218.292595
5 Nov 2022 23:51:00.000    -6804.191638     -630.691671     -780.364455    -6804.192402     -630.690754     -780.358539    -4579.257269    -5073.558483     -770.176414    -4551.555480    -5096.883724     -780.309899    -4551.556569    -5096.882812     -780.309503    -4551.870917    -5096.593665     -780.364455    -4551.871185    -5096.593405     -780.364592    -4639.390727    -5022.015714     -747.780963    -4551.576196    -5096.856851     -780.364592    -4551.575158    -5096.857798     -780.364455     3758.453404    -5706.908742     -780.374998    -4579.257438    -5073.558508     -770.175237
5 Nov 2022 23:52:00.000    -6848.284985     -545.157105     -328.986017    -6848.285307     -545.156719     -328.979957    -4646.548311    -5060.878042     -318.649558    -4619.912491    -5084.549791     -328.933590    -4619.913540    -5084.548863     -328.933188    -4620.215857    -5084.270738     -328.986017    -4620.216116    -5084.270494     -328.986152    -4704.341231    -5008.595874     -295.932847    -4619.921839    -5084.537896     -328.986152    -4619.920812    -5084.538838     -328.986017     3729.011921    -5769.806464     -328.996603    -4646.548381    -5060.878052     -318.648367
5 Nov 2022 23:53:00.000    -6861.514089     -456.975098      123.848746    -6861.513968     -456.975244      123.854923    -4693.325097    -5025.853819      134.287988    -4667.872851    -5049.767567      123.898812    -4667.873856    -5049.766628      123.899219    -4668.162807    -5049.500751      123.848746    -4668.163055    -5049.500526      123.848614    -4748.522305    -4973.063076      157.225665    -4667.870791    -5049.770702      123.848614    -4667.869778    -5049.771635      123.848746     3683.106779    -5807.230743      123.838163    -4693.325068    -5025.853815      134.289189
5 Nov 2022 23:54:00.000    -6843.800218     -366.803726      576.135023    -6843.799654     -366.804403      576.141288    -4719.380898    -4968.640258      586.630958    -4695.224596    -4992.690424      576.182505    -4695.225552    -4992.689478      576.182917    -4695.499862    -4992.437025      576.135023    -4695.500097    -4992.436818      576.134893    -4771.738704    -4915.574009      609.688332    -4695.211136    -4992.708577      576.134893    -4695.210142    -4992.709497      576.135023     3620.940522    -5819.016091      576.124490    -4719.380770    -4968.640238      586.632163
5 Nov 2022 23:55:00.000    -6795.207736     -275.309930     1025.870459    -6795.206732     -275.311136     1025.876784    -4724.601361    -4889.490683     1036.376750    -4701.847633    -4913.571091     1025.915149    -4701.848536    -4913.570141     1025.915562    -4702.106993    -4913.332225     1025.870459    -4702.107216    -4913.332039     1025.870332    -4773.888646    -4836.383207     1059.452026    -4701.822833    -4913.604180     1025.870332    -4701.821863    -4913.605082     1025.870459     3542.788149    -5805.111306     1025.860022    -4724.601133    -4889.490648     1036.377953
5 Nov 2022 23:56:00.000    -6715.943869     -183.165294     1471.064301    -6715.942429     -183.167023     1471.070657    -4708.965015    -4788.756161     1481.534568    -4687.714281    -4812.760507     1471.106002    -4687.715126    -4812.759558     1471.106415    -4687.956591    -4812.537229     1471.064301    -4687.956799    -4812.537063     1471.064179    -4754.964260    -4735.841902     1504.525880    -4687.678250    -4812.808386     1471.064179    -4687.677308    -4812.809266     1471.064301     3448.995878    -5765.579701     1471.054007    -4708.964689    -4788.756111     1481.535764
5 Nov 2022 23:57:00.000    -6606.357706      -91.041806     1909.746471    -6606.355838      -91.044051     1909.752828    -4672.543306    -4666.883854     1920.134498    -4652.889328    -4690.706184     1909.784999    -4652.890111    -4690.705240     1909.785409    -4653.113517    -4690.499477     1909.746471    -4653.113710    -4690.499334     1909.746353    -4715.051557    -4614.396375     1942.940363    -4652.842225    -4690.768640     1909.746353    -4652.841315    -4690.769495     1909.746471     3339.979538    -5700.598744     1909.736365    -4672.542884    -4666.883789     1920.135682
5 Nov 2022 23:58:00.000    -6466.938484        0.392371     2339.976491    -6466.936194        0.389620     2339.982819    -4615.500180    -4524.414911     2350.236432    -4597.529645    -4547.950088     2340.011676    -4597.530363    -4547.949154     2340.012082    -4597.734726    -4547.760866     2339.976491    -4597.734903    -4547.760745     2339.976379    -4654.329948    -4472.585855     2372.756201    -4597.471679    -4548.026846     2339.976379    -4597.470806    -4548.027671     2339.976491     3216.222631    -5610.459134     2339.966618    -4615.499663    -4524.414832     2350.237599
5 Nov 2022 23:59:00.000    -6298.313191       90.477106     2759.852246    -6298.310491       90.473862     2759.858515    -4538.091250    -4361.981919     2769.938830    -4521.883390    -4385.126095     2759.883933    -4521.884039    -4385.125174     2759.884333    -4522.068457    -4384.955191     2759.852246    -4522.068617    -4384.955093     2759.852140    -4573.071340    -4311.039980     2792.073134    -4521.814816    -4385.216815     2759.852140    -4521.813983    -4385.217607     2759.852246     3078.274068    -5495.563382     2759.842650    -4538.090642    -4361.981826     2769.939974
6 Nov 2022 00:00:00.000    -6101.243498      178.564445     3167.518555    -6101.240398      178.560721     3167.524735    -4440.662534    -4180.305919     3177.387284    -4426.288774    -4202.956993     3167.546603    -4426.289351    -4202.956090     3167.546996    -4426.453012    -4202.805159     3167.518555    -4426.453154    -4202.805086     3167.518455    -4471.638797    -4130.475826     3199.038480    -4426.209896    -4203.061274     3167.518455    -4426.209108    -4203.062028     3167.518555     2926.745595    -5356.423851     3167.509278    -4440.661836    -4180.305812     3177.388401
6 Nov 2022 00:01:00.000    -5876.621983      264.022662     3561.175484    -5876.618498      264.018476     3561.181545    -4323.648743    -3980.192989     3570.782833    -4311.172389    -4002.251060     3561.199770    -4311.172891    -4002.250179     3561.200153    -4311.315075    -4002.118966     3561.175484    -4311.315199    -4002.118916     3561.175390    -4350.484750    -3931.694512     3591.855430    -4311.083556    -4002.368441     3561.175390    -4311.082816    -4002.369154     3561.175484     2762.308913    -5193.660258     3561.166566    -4323.647958    -3980.192869     3570.783917
